249	The Road-650 Black, 52 cm road bike combines an ultra-light, stiff frame with quick acceleration and sleek styling. Its polished black finish with discreet go-faster stripes makes a bold statement on the road. Designed for riders seeking performance and value in one agile package.	4291F144-7693-4460-8B0B-1373E0433021	2025-12-17 22:23:30	0xC589AF3D0424BBBCF6070FBDC973F0BC298924BCA6D8D4BC0BA3293B673FDB3C2989243C33D6A83C7EA5553B7EA555BDC00C65BD7BD8513B6AEFA13D98BC283C06EF9ABBC0F039BD98D9E5BC0AD95B3DC6A6EC3C5DF1C43B00713E3D19A2183DD4A66DBC0258493B36A32CBB51DAF2BB34BDB33CCD0930BDAC3A06BD0DA771
320	Designed for female riders seeking performance and style, the Road-550-W Yellow, 48cm features a bright yellow, glossy frame with sleek accents. This all-around road bike offers a lightweight, durable frame and smooth handling, perfect for both competitive racing and long road adventures.	E130DED9-D0EC-4656-BF4D-1A3A46491891	2025-12-17 22:23:21	0x7F648B3D120AE8BB70543DBD37C53F3C588FF8BC89C6913B5635D93C96CCBD3C1424A33C89C6113D63FBA03C67BFF8BC23643CBD22A7933BC2F2053DA268313D56050E3D64C862BC2DA690BC4772043D5D1D0E3DC96D0F3D77EF783CC73322BBF70DA9BBE720003D3A8C0A3DA305A8BC86FF463C626E43BD7D1A05BAC68692
321	Same technology as all of our Road series bikes.  Perfect all-around bike for road or racing.	C7B429DA-DC51-47DB-A18E-5891E76CCC16	2025-12-17 22:24:43	0xD1B0143DDE3983BC3BF6C6BCB515BE3A2433013D903950BCF2B2B23B8CEFB93B7449A5BC4DE4BD3B6964A23A2C8F8ABC0FF672BD3AA5F03A3693FD3C17C584BC1B115ABC1E08DBBC1DD2763DF33D6B3C9940853C970C603B6C25BF3BD09761BCB4FA4BBC809C2FBDC9A95FBA5D4BFABCB4FACB3CA0BB7EBCBFDD8F3CC88EED
337	The Road-450 Red, 52 is a streamlined, aerodynamic road bike that combines revolutionary design with practical performance. Its extra-light frame features stylish go-faster stripes and a super shiny red paint job that catches the eye. Equipped with advanced gearing to master hilly roads, this 52 cm size is ideal for riders seeking a balance of speed, comfort, and precision on every ride.	DB560F0B-E70B-42A7-A1F5-3B7E42D3679D	2025-12-17 22:23:11	0x2BA3A43D7141EFBC301449BC962FFBBBD88F95BB6A92FD3A1C7EDCBB997EE53C5D1792BBB6BDFF3B5F394CBC32D569BDAC3C50BDF5DFCC3C0A04833D1EE4A73CB12AA13C162419BD9DCD4FBD94EB863DE25A7D3D6981E0BB0C48F73CDA89513C4F03E7BACF8BF53BD6294A3C62D2EEBCB9B1143DE65F2FBDB01984BC3BD989
375	Cross-train, race, or just socialize on a sleek, aerodynamic bike.  Advanced seat technology provides comfort all day.	747B2185-0320-4FE5-8E8F-27B84A40A838	2025-12-17 22:24:53	0x1267423D61CC36BC8C0E323C2047C23C7E91F13C91BA5DBC4ACDB43B5793273DC7EC353D186CB73BBA2643BBAC024C3C860E78BCF38C353D69A2063DB2A93CBB4465003CF77CD8BC9213273DF172A83DE292283C7E8C363D91B5223C63A2CC3BC964473CF1195F3C15F4253CFCCAFFBCA5E3C9BBDEA740BCCBDC583CF9912A
376	The Road-350-W Yellow, size 48, is a high-performance aerodynamic bike designed specifically for women. Featuring advanced seat technology for all-day comfort and a lightweight frame for quick handling, this bike excels in cross-training and racing scenarios. Its bright yellow glossy finish with streamlined accents ensures you'll be noticed wherever you ride.	F1D9955B-BC1C-4D34-BE8B-CDEE33E77087	2025-12-17 22:23:08	0xA5C37C3D9F017EBC7F1B3DBB968F093D26F5E4BC974150BC7D50BD3CC347013DA197FD3CB773F93B1BD4B7B905F83BBC59A45BBD3690CA3C3511333D91CB393D6628593DA197FDBCF6750FBD770D563D2925063DCABBC63C677441BB6628593B6AD540BC1032223D9AD5FE3C86758CBBF1B1BF3C55C444BDF1E46EBBE72692
409	The Road-250 Black, 58cm model boasts the same ultra-light aluminum-alloy frame engineered for stiffness and speed. Perfect for competitive racing and endurance rides, this bike features a polished black finish with stylish go-faster stripes. Its extra-light frame and responsive handling make every road feel smooth, empowering riders to push their limits.	3DC76714-7572-4547-9D79-ABB708950B2C	2025-12-17 22:22:59	0x204CB33DBB6499BCE6D9AEBC1E74B7BC10CBF839052A51BCBEE4F5BC8DD2603C887A083C5C147C3C2AC3423C6E823EBD955C68BD2AD8CE3CD2A87C3D49E94CBC84DF1CBC30362ABD780E5ABC80C2793D875FF93C1EC8E7BB15AB0B3D573A6C3C7CE8E9BC9D92BF3BF1503E3C703022BD7E2D913C4F321CBD94C913BD596A87
457	Race ahead with the Road-150 Red, 56cm — designed for expert cyclists craving speed and precision. This bike boasts a lightweight heat-treated aluminum frame developed with our pro race team, delivering outstanding control and efficiency. The glossy red paint with subtle go-faster stripes gives it a sleek and super shiny finish. At 56cm, this frame fits riders who demand professional-grade performance and style.	3DDB8DEA-FC37-4E44-8C1D-0BF7C6A723E3	2025-12-17 22:22:56	0x4B5EBD3DA13A32BCE14B863C9E1075BC58A687BC0659993CA531EEBCC350093D26DA11BC42C997BC5894B83B2BE030BDE1C29EBDFEB1A43CD086843D2FE64F3C3816ACBC3CA532BD759221BDB9AC803DE01B713D8142213BDEB9133D58FC6D3C96EF7BBB387B753C0AD9BC3C4D6A34BD9416063D159B0BBD5DAC26BC645687
513	The Touring-3000 Blue, size 50, combines everyday versatility with comfort and safety features you can count on. Its wider, more stable tires provide excellent traction for city streets or weekend trips. Featuring a sleek frame with a glossy blue finish and an extra-light design, this bike promises an enjoyable ride with ergonomic grips and go-faster stripes for added style.	741EAE59-5E59-4DBC-9086-2633392C2582	2025-12-17 22:24:16	0x6AFA853D5CD1A1BC5910303BC3A8943B71834EBD228A57BDE53B28BC4B60C03C30CFE93CC60C403C8E4E8BBA8289D2BCD95A41BD435E03BB6D42033DE8AD6A3C2EF2C9BCBCECCABC3543363CBC49113DC6A1E23C8E6A393C820247BC13B022BCFB82773CCB0798BC8EF1C43C22E79DBC02B8353C050E4ABD96AD8EBC715909
554	The Touring-2000 Blue, size 54, features a plush custom saddle crafted for all-day comfort. The newly redesigned carrier offers plenty of space for panniers and bike bags, perfect for your loaded touring needs. This bike delivers excellent stability when fully loaded, with a durable but lightweight frame finished in a rich, glossy blue. Ergonomic touches like comfortable grips and smooth-shifting gears make every ride enjoyable.	DDC955B2-843E-49CE-8F7B-54870F6135EB	2025-12-17 22:24:06	0xD8C75D3D0EDA0DBC71A91D3CDDDDBABBB2F744BDDF3F6EBD63CCA43C8360103D4A9DA13C56157C3AEA91F83BC739A6BCF848A1BCF0D010BC5A7A3F3D38F9D6B95377653C9B4008BC90765C3CD4782D3CC05F073DA307A4BC762109BCC55F51BCA3560A3D28A782BB5A67973B4C8A1EBD647DBE3B71478FBDB09511BC5751DF
594	Travel in style and comfort with the Touring-1000 Blue, size 60. Designed for maximum comfort and safety, this bike features a wide gear range that climbs all hills with ease. Constructed from high-tech aluminum alloy, it balances durability and lightweight performance perfectly. The glossy blue frame with go-faster stripes stands out on any trail, while its ergonomic saddle and grips keep you riding smoothly for hours.	32B82C92-E545-4DA0-A175-0BE710B482FE	2025-12-17 22:23:56	0xBA6FA23D74FA70BCFB254D3CF253953AA13D4EBDBDC18FBD1D4505BC6974873C0822B43CE082313C151537BBBCE9CDBC10403ABDDAF9023CB18B223D8420873C1C645FBC7B3C07BD620A333D09D6653C6F069A3CB8EC92BC799E4BBC0F71DC3BFA711B3DFE8982BCBA6F223C3F2EE5BC474C6BBBDAF982BDA8B086BC6E5FFA
613	Our silver Chain delivers superior shifting performance with a smooth, precise, and quiet operation. Designed with high-quality steel links and a corrosion-resistant finish, this chain is built to withstand rugged use and provide a reliable connection between your gears, ensuring a responsive and efficient ride.	9C7D8618-A3C3-4C0F-8C72-2E10124E88CA	2025-12-17 22:34:22	0xD32A9A3D80FE9BBC7E25F1BC63A72DBC65F8C93C10E66D3CB3E09A3CEB4A0E3D18BFFEBC83A0B2BC9A1E323DFE40BB3C407750BD814F163C70AA853C49F2553CBCFD943B46503FBD7459F1BCF0D2023DEC57633C99CDB73CE7B5883D00E3D13B0A44133C113768BC4D7AA83CC7C9363C44FF22BD634980BC3074343C6405DB
618	The LL Crankset boasts a super rigid spindle and a matte black finish with subtle go-faster stripes that add a touch of style to its robust design. This crankset offers excellent power transfer and durability, ideal for riders who need reliable performance during intense pedaling. Lightweight yet strong, it's engineered for long-lasting use on all terrains.	E15FFA7E-BDE8-4DE1-8E81-F197A56E0C9D	2025-12-17 22:34:38	0x85EC623D003D99BC0E4E66BB54DE13BDC276263D686246BA2088E13CDB04D2BC7429DC3C78E99DBC15A1AC3CFFD32C3C6B8C5EBD4D5DA63C69704E3CF4ED61BC75CEF7BC66180FBDB8CBA0BA3439513DE6DC943D3AE865BC6B8CDE3C6682E5BB0CD7F13C80E2693B9B7D333DC71733BD2DE5A03B5BC9573A862728BC8D126C
619	Featuring a high-strength crank arm finished in sleek black with a subtle textured grip surface, the ML Crankset balances power and precision. Its extra-light construction makes it easy to accelerate while maintaining durable performance for everyday rides and challenging terrain.	B62B08AC-A6DA-43BC-950F-2DE2EB5720EB	2025-12-17 22:34:53	0x93486D3DCB4B563C632239BC7384CABC0986EC3CD476BA3CE00EC43C1E588D3C6C3E6A3C8E6E22BD4EE7EC3C83F58EBCD03454BD228BC03CE00EC43C551D8A390BF201BD5D8370BCFB085F3C0424003DE754A43D0A1DC1BCF5F0A73CEBB5003C02A8A73C8F9D5B3C21C5B23C374E2EBD97F37E3CE3A9123B39AB90BCDFEF4D
620	The HL Crankset is a triple crankset featuring aluminum crank arms with flawless shifting technology. Finished in a deep black matte with subtle go-faster stripes, this crankset offers smooth gear transitions and reliable strength for demanding rides. Its lightweight design helps maintain speed without sacrificing durability.	E944D225-C6A7-4FA6-A31F-B6CE95E53203	2025-12-17 22:34:57	0xC5F2B83B3FF226BC4B38D73C8820EABCEBD8033D52E0BDBCF0B60F3D396AA13BD29DD63C525B6FBD4A132C3DD5F1493A8E0893BD3C23823C9530F53B0A72383B092D2CBDD222A5BCB13A473C5B57493DE73F843DB6B3E5BC9EE7C23CE92E0A3D71B9343C0F50C43B7D64D23CE57529BD9D27853C6B36F9BBEF51223BCEA906
627	Our Front Brakes feature all-weather silver brake pads designed to provide superior stopping power by applying more surface contact to the rim. Crafted for reliability in wet or dry conditions, these brakes deliver consistent, smooth deceleration with a sleek, super shiny finish that complements any bike build. Perfect for riders who demand safety and performance in changing environments.	EBF2F0A4-89F2-4D31-BE48-D8FD278F3024	2025-12-17 22:35:13	0x039E103D005208BC6774E4BCAB6FEA3C7A9F23BDCA59DCBBFCC8763CD8120F3DED10073D1639FB3B14D7B03C7EF38C3CA7762DBDD930B2BC31B9C13CCE97033D6F6F023C4C13043C9F3FC9BC446BB13C7908B13B5E904BBBE4B31EBC37C2C0BC3A9DDA3C754359BCEB00453D80A822BD5E904B3B2F1AEE3B59A5EF3C434D8E
630	The Front Derailleur features a wide-link design that enhances shifting precision and durability. Crafted from lightweight silver aluminum, this component ensures smooth front gear changes on your bike. Its sleek, compact form reduces weight while maintaining a robust structure for reliable performance on any ride.	28C4682C-38B2-4B61-A2AE-BCAC7C7CE29B	2025-12-17 22:35:29	0xA962513DB91B70BDD5DD243B01DD123C17C0373B2A4497BB492CED3B0C74603D731524BA7C63E33BCC13803D245DD23C00D745BD0261AD3C99B1673C4D91FFBCEBC0C93C7674E9BCD396FEBC8D55263DA7D8E93C6F85EF3BBBA5573D70C648BC40ABD63C0B9F02BD6DF3523D23D1823AB1E367BB11D13D3CCA0D33BC657AF1
633	The LL Fork is engineered for rugged performance with a stout design that absorbs shocks from rough trails and uneven roads. Its robust construction improves steering precision, giving you more control and confidence on every ride. Finished in a sleek matte black, this fork adds both durability and style to your bike.	27CCCDBF-7E02-4328-9C05-E406BD2E5A60	2025-12-17 22:35:33	0x94EC4C3DCBBA23BD5558F2BC1FE422BD75F2533CC4F41FBD5275F0BC4A6B3B3A31F42C3DB6C8AF3C16DD353C3DDE1B3CDA8A5CBDC45207BC5471103D74AD8ABCE958E53C6F2C50BDBBEC9ABCFE4B713D1CA4D13B15DECDBB924C643D813B42BCFD0740BA40C3CDBCD9E72B3D67C4B3BCBFCF9CBCE2F0483C67C54BBC6C48B6
634	The ML Fork is a lightweight composite road fork designed with an aluminum steerer tube for added durability and precision handling. Featuring a sleek matte black finish with subtle go-faster stripes, this fork offers excellent shock absorption and responsiveness for smooth rides on paved roads. Its aerodynamic shape helps reduce drag, making it perfect for riders seeking a balance of performance and comfort.	53EE20F0-1DE9-44C2-8A5D-4CFA349F1A07	2025-12-17 22:35:49	0xD9BA703D86EBEFBCECA76ABD8BFE82BD5EBF61BB440CA0BC4469F7BB16C93B3CE341313CF7D9D93CCDD98F3C9ECAF5BCAD688CBDA0E4823C1329CA3CE4ECDFBCD61AFF3BDD836FBD48D51EBC4469773D61063F3C8E2096BC94BD503D0C3EB83C973878BCBF89D0BCE53E7A3B144E14BD5E628ABC796323BA6DDF19BC707F8B
635	The HL Fork is a high-performance carbon road fork featuring elegantly curved legs designed for superior shock absorption and enhanced aerodynamics. Crafted from ultra-light carbon fiber, this fork offers exceptional stiffness and responsiveness while maintaining a feather-light weight. Finished with a glossy black coating and subtle go-faster stripes, it’s the perfect upgrade for competitive road cyclists seeking precision handling and a sleek look.	C2399002-E273-409B-8164-42F6E6BFCC6C	2025-12-17 22:36:04	0xAAC80C3D139208BD6041C7BCA21385BDBADC9A3C018B07BDA4094EBD0F7D483CD8EC203DCAFDB5BBCD5EC03C0A72BFBB390EA2BD18E95B3A90D01C3D1ACF41BCE37A013C018EDDBCC6A9383CF48E8F3DC2CD093BE0DD8FBC6134BA3C4C18F93C3C33C5BC363549BCE570CA3CC8DB68BC97C18B3B1B864DBCE33E9ABB56A659
637	The LL Mountain Frame in silver, size 40 cm, combines excellent value with advanced frame technology for mountain biking. Made from durable heat-treated aluminum, this frame strikes a balance between toughness and lightness. Finished in a super shiny silver, it features subtle design accents that highlight its modern construction.	F49EE591-B110-4CF5-BC17-62BB838DC58A	2025-12-17 22:15:42	0x1E91263D607D3EBD856BD5BC23F001BDD8B5BB3B400F35BCE354AB3CC167D73CF493B23A840B523BC007D43A3A0058BCAD770BBDAE87103D0EB2223AA6A8A73C2E51E3BB147181BDD59531BB595EDC3CCBA643BB14023C3BCAC7F53C80DB42BCC807EF3C8C0982BC527D083C621E7EBDE734BC3BA7682E3CB477263A1DE124
642	The ML Mountain Frame-W in sleek silver and size 38 cm is crafted from heat-treated aluminum, delivering durability and superior performance tailored for men. This frame features precision welding and a lightweight design, perfect for aggressive trail riding. Its extra-light frame includes subtle go-faster stripes to turn heads on every trail.	35FBEEFD-10E6-4420-B0AE-051B57FEFF36	2025-12-17 22:21:44	0xDF4A5B3DE2CE88BCFAAEE1BCF6BCBABCD1619BBC18717FBCE519D53B3C43293D51EB80BA2C85473B0745243C762BA4BCFC553CBD04CC103DC4E6543B1F4B933C4A5AB03CC1D180BD5A1892BCD97BE13C2FF6A93BA6116C391F4B133DF1B748BCBF2AA63CC26D41BB3659B3BCEF5180BD0302893C3B5EA53C227B63BCF6CF05
644	Designed for women mountain bikers, the ML Mountain Frame - Black, 48 is a heat-treated aluminum frame offering outstanding strength and lightweight performance. Its 48 cm size accommodates taller riders seeking a responsive and durable frame. With a sleek black finish and precision engineering, this frame ensures superior control and comfort on demanding trails.	E4B9F9B5-7428-4B34-B8EA-3FB6EE4BC4F8	2025-12-17 22:21:35	0x903F6B3DCBFD8B385411C6BC2D4D86BCD413F4BC90699ABC1AD68E3CEBD6133D4D91B6BBDF411D3C1CD2B33C8210C1BCD50ABDBC1D0AF63CABC7EE3A6910833C2478173D08F013BDFD1E00BCA1ED233D44519F3C0E17E93A7965013D368D1DBB72501A3C96BFFA3B61DEFEBC5DE6B4BD1AD68EBB27ACFE3C41FCBFBC088EA2
647	The HL Mountain Frame - Silver, 44cm is the perfect blend of expert craftsmanship and high-performance design, tailored for serious mountain bikers. Hand-crafted at our Bothell facility, this heat-treated, welded aluminum frame features larger diameter tubing that expertly absorbs trail shocks and bumps, providing a smoother, more controlled ride on rugged terrain. Its vibrant silver finish dazzles with a super shiny luster, ensuring your bike stands out on every trail. Weighing just 1.25 kg, this lightweight yet durable 44cm frame offers exceptional strength without compromising agility. Designed for mountain biking enthusiasts who demand both toughness and style, the HL Mountain Frame also includes subtle go-faster stripes etched along the top tube, adding a touch of speed-inspired flair to your ride.	7AD9E29F-16CF-4DB0-B073-CC62D501B61A	2025-12-17 22:15:23	0x7453033D2997D6BCC1E67BBC4C128ABC9DF4D3BA2D9B10BD213985BBF0C33A3DDDAE4C3C5C59953B834D9A3CD41A24BC425D4ABD4393A13C53A4553C7
9022C3D90B1823BCC316ABDF0C3BABCCF4AE43C095457BB3FF9B83BF5F3D13C19504BBBBFEE983CCEC9F5BC7998DABB0EBA45BD038E913CF9A27ABCE1FD9DBB43DEB8
661	Experience the perfect blend of strength and lightweight design with our ML Road Frame-W in vibrant yellow, size 48 cm. Crafted from the same premium aluminum alloy as our top-tier HL frame, this women's version features a precision-milled down-tube optimized for durability and performance. The bright yellow finish is super shiny, ensuring you stand out on every ride, while the extra-light frame makes uphill climbs easier and faster. Designed specifically for women, it offers a comfortable and responsive ride with go-faster stripes for added style.	D61C9D54-22C3-4563-A418-0B9DC7E03850	2025-12-17 22:21:55	0x78988F3D1F2A9ABC22A800BD4BB6743B5964A8BA18E259BB7200293DFFC01F3D0D44B3BC0374993CFF59993B5CCECEBBD92645BDE043E53C2633FA3CC5C2773C7B02363D1B101ABDE025B23B1F2A1A3DA4F2763CF90A063AB104913B0BC6CC3CBDEB8AB9FFC01FBB90EB3C3CE5A638BD91B949BB2ADC00BC9968103CD16D8B
686	The LL Mountain Front Wheel is a dependable replacement designed for entry-level riders. Featuring a robust black alloy rim with reinforced spokes and a smooth-rolling hub, this wheel balances durability with a lightweight feel. Ideal for beginners tackling mountain trails, it includes extra-tough tire beads for added reliability and a super-shiny finish to keep your ride looking sharp.	7DCC4B3A-7E9A-4EEC-AAEE-0E841CDBBEBC	2025-12-17 22:25:03	0xF0E5173DF99A51BD20813EBC01AEEB3B8E642ABCF6E584BC9FC6153DFE2DF53CBF3F4C3D0008883D124169BCAEAC4E3B23D022BD38E75A3D01AA27BCE4120C3C3EB635BC15F2F1BC6DAFBCBC07107D3D5EC9033B596B36BCA8778B3AA9ECDCBC2B100B3C83A4CBBC045F743D9BD9D5BC2C54CABA67AB8BBC3281053C7AEF11
687	The ML Mountain Front Wheel is engineered for the casual to serious rider who demands performance and reliability. This black front wheel features a lightweight alloy rim with aerodynamic shaping and a quick-release hub for easy maintenance. With reinforced spokes and a tough tire bead, it’s ready for challenging mountain terrains and offers a smooth, stable ride with stylish go-faster stripes.	FD18E90E-527A-4E12-9F52-6C07AC6EC3E8	2025-12-17 22:25:29	0x9156413DCD9A09BDB89CE3BCFF89A33CDF8EBCBC3B8E9EBB4BE91B3DEA77013D0E510A3D87F2353D8CA4BB3C57DC1E3B0B3D59BD2214823D235E8DBC79755A3CFBE1DBBC1F45BDBC2C824BBC51AAFE3CE122533C946F913A7C890B3CB89CE3BB12B9043CC5D9F1BB9921973C732FBEBCEEA44D3C39FA073C69D570BCB0CCEE
688	The HL Mountain Front Wheel is a high-performance replacement wheel built for serious mountain bikers. Crafted with a double-walled black alloy rim and extra-lightweight spokes, it delivers superior strength and durability. Designed to handle the toughest trails, this wheel features a precision sealed hub and a slick, glossy finish that resists dirt and grime for a clean look ride after ride.	D42F33D8-59A8-4A69-9A5B-970FC4D8F745	2025-12-17 22:25:33	0x6A69793C165762BD3B1D313CD12CA63BACC9D9BCCF44B9BCCE96C73C09D8073D2BEA663D1EA5873CF2BF983C6D39D33CC0AE6CBD65B7303D64093FBCDD2C143DF111A7BC3EB30FBC968863BA5732583D401A69BBEC935BBCAC8FDE39907A373B27389EBC26ED2EBB90EEAD3C2C246239DD2C143D412BDDBB4154E4BB6F21C0
